1.0,0.66667,0.0
0.32941,0.21961,0.0
0.66275,0.43922,0.0
1.0,0.93333,0.80392
0.32941,0.30588,0.26275
0.66275,0.61569,0.52941
1.0,0.86667,0.6
0.32941,0.28235,0.19608
0.66275,0.57255,0.4
1.0,0.8,0.4
0.32941,0.26275,0.12941
0.66275,0.52941,0.26667
1.0,0.73333,0.2
0.32941,0.23922,0.06667
0.66275,0.48627,0.13333
1.0,1.0,0.0
0.32941,0.32941,0.0
0.66275,0.66275,0.0
1.0,1.0,0.80392
0.32941,0.32941,0.26275
0.66275,0.66275,0.52941
1.0,1.0,0.6
0.32941,0.32941,0.19608
0.66275,0.66275,0.4
1.0,1.0,0.4
0.32941,0.32941,0.12941
0.66275,0.66275,0.26667
1.0,1.0,0.2
0.32941,0.32941,0.06667
0.66275,0.66275,0.13333
